Name,Last Name,First Name,Byrd,SI - Climate,Flagged - Climate + Energy,Operating Unit,Title,Flagged - Other,Award ID,Award Title,Awd PI,Co-I,Department Prop,Awd Dept,Award Alloc,College,Sponsor Name Prop,Fed/Non,Awd Spnsr,Awd Spnsr Level,Awd Spnsr Type,Prime Spnsr,Prime Spnsr Level,Prime Spnsr Type,Total Amt,Start Date,End Date,Discovery Theme,Award FY,Award Type,Reference,Ref Awd Num,CFDA
"Benzakein, Meyer",Benzakein,Meyer,,Yes,Flag,,,flag,GRT00048768,Institute of Aviation: Joint PhD program,"Benzakein,Meyer Jacques",,PPC-Power & Propulsion Center,PPC-Power & Propulsion Center,100.00,College of Engineering,Warsaw Institute of Aviation,Non,Warsaw Institute of Aviation,OTHR,PRVT,,,,"125,789.00",09/15/2017,09/14/2018,Disc Theme- None Selected,2018,CP,Agreement Dated 09.08.17,Agreement Dated 09.08.17,
"Benzakein, Meyer",Benzakein,Meyer,,Yes,Flag,,,flag,GRT00052996,Institute of Aviation: Joint PhD program - Year Two,"Benzakein,Meyer Jacques",,PPC-Power & Propulsion Center,PPC-Power & Propulsion Center,100.00,College of Engineering,Warsaw Institute of Aviation,Non,Warsaw Institute of Aviation,OTHR,PRVT,,,,"125,389.00",10/01/2018,09/30/2019,Disc Theme- None Selected,2019,GR,ILOT 388-ZU-2018,ILOT 388-ZU-2018,
"Benzakein, Meyer",Benzakein,Meyer,,Yes,Flag,,,flag,GRT00058880,Integrated inlet fan design for boundary layer ingestion,"Benzakein,Meyer Jacques",,PPC-Power & Propulsion Center,PPC-Power & Propulsion Center,100.00,College of Engineering,Warsaw Institute of Aviation,Non,Warsaw Institute of Aviation,OTHR,PRVT,,,,"125,858.35",01/01/2020,05/31/2021,Disc Theme- None Selected,2020,CON,Agt Signed 3.2.2020,Agmt effective 1.31.2020,
"Berger-Wolf, Tanya",Berger-Wolf,Tanya,,Yes,No,Computer Science and Engineering,Professor,,GRT00059069,"FAI: Addressing the 3D challenges for data-driven fairness: Deficiency, dynamics, and disagreement","Berger-Wolf,Tanya Yonit",,"Evol, Ecology & Org Biology",Computer Science & Engineering,20.00,College of Engineering,Univ of Illinois,Non,Univ of Illinois,OTHR,COLL,NSF Div Info and Intelligent Systems,FED,NSF,"217,400.00",01/01/2020,12/31/2022,Disc Theme-Transl Data Analyt,2020,GR,17842,17842,47.070
"Bielicki, Jeff",Bielicki,Jeff,,Yes,Flag,,,,GRT00032299,A novel method using CO2 and geothermal resources for sustainable energy production and storage,"Bielicki,Jeffrey M",,John Glenn Coll Public Affairs,"Civil, Envir & Geod Eng",20.00,College of Engineering,Univ of Minnesota,Non,Univ of Minnesota,OTHR,COLL,NSF Div Chemistry,FED,NSF,"40,000.00",09/01/2013,08/31/2016,,2015,GR,Agreement dated 10/10/13,Agreement dated 10/10/13,47.049
"Bielicki, Jeff",Bielicki,Jeff,,Yes,Flag,,,,GRT00035135,Hydrogeologic windows: Regional signature detection for blind and traditional geothermal play fairways,"Bielicki,Jeffrey M",,John Glenn Coll Public Affairs,"Civil, Envir & Geod Eng",20.00,College of Engineering,Los Alamos Nat Lab,Fed,Los Alamos Nat Lab,FED,DOE,US Department of Energy,FED,DOE,"39,511.00",11/13/2014,09/25/2015,Disc Theme- Energy Environ,2015,CON,310130,310130,"N/A, contract"
"Bielicki, Jeff",Bielicki,Jeff,,Yes,Flag,,,,GRT00056760,"CO2 Plume Geothermal (CPG): Innovative, dispatchable geothermal power production using non-water working fluids","Bielicki,Jeffrey M",,John Glenn Dean's Office,"Civil, Envir & Geod Eng",20.00,College of Engineering,TerraCOH,Non,TerraCOH,IND,INOT,US Department of Energy,FED,DOE,"40,000.00",08/19/2019,08/18/2021,Disc Theme- Energy Environ,2020,GR,Agt Dated 3.27.2020,Agt Dated 3.27.2020,81.049
"Birkhold, Matthew",Birkhold,Matthew,,Yes,No,,,Flag,GRT00048954,Graduate school experience for advanced undergraduates in German studies,"Birkhold,Matthew",,Germanic Languages & Lit,Germanic Languages & Lit,100.00,Arts and Sciences,German Academic Exchange Service,Non,German Academic Exchange Service,OTHR,PRVT,,,,"13,273.45",10/03/2017,10/21/2017,Disc Theme- None Selected,2018,GR,Agreement dated 10/03/2017,Agreement dated 10/03/2017,
"Birkhold, Matthew",Birkhold,Matthew,,Yes,No,,,Flag,GRT00052868,Graduate school experience 2018,"Birkhold,Matthew",,Germanic Languages & Lit,Germanic Languages & Lit,100.00,Arts and Sciences,German Academic Exchange Service,Non,German Academic Exchange Service,OTHR,PRVT,,,,"13,393.00",08/29/2018,12/31/2018,Disc Theme- None Selected,2019,GR,Agreement dated 10/26/2018,Agreement dated 10/26/2018,
"Birkhold, Matthew",Birkhold,Matthew,,Yes,No,,,Flag,GRT00056666,Graduate school experience in German,"Birkhold,Matthew",,Germanic Languages & Lit,Germanic Languages & Lit,100.00,Arts and Sciences,German Academic Exchange Service,Non,German Academic Exchange Service,OTHR,PRVT,,,,"13,267.00",09/03/2019,12/31/2019,Disc Theme- None Selected,2020,GR,Agreement dated 12/05/19,Agreement dated 12/05/19,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00035890,Region V Public Health Training Center Collaborative,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Univ of Illinois,Non,Univ of Illinois,OTHR,COLL,Health Resources & Services Admin,FED,HRSA,"372,486.00",09/01/2014,08/31/2015,Disc Theme- Health Wellness,2015,CP,Agreement Dated 12/05/14,2014-06897-09-00/0066682-00001,93.516
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00036503,Quality improvement program for a public health organization,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Public Health - Dayton & Montgomery Cnty,Non,Public Health - Dayton & Montgomery Cnty,OTHR,GOVT,,,,"19,800.00",10/01/2014,12/31/2015,Disc Theme- Health Wellness,2015,CON,Agreement Dated 10/01/2014,14-244,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00036740,Phase 1: Evaluation and activity updates for the Ohio Childhood Injury Action Group,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,50.00,College of Public Health,Stark County Health Department,Non,Stark County Health Department,OTHR,GOVT,Centers for Disease Control & Prevention,FED,CDC,"9,100.00",09/11/2014,12/31/2014,Disc Theme- Health Wellness,2015,GR,Agreement dated 9/10/14,Agreement dated 9/10/14,93.507
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00036926,Workforce development toolkit for state and territorial public health agencies: Phase 2,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Assn State and Territorial Hlth Ofcls,Non,Assn State and Territorial Hlth Ofcls,OTHR,PRVT,US Department of Health & Human Services,FED,OTF,"8,240.00",08/11/2014,01/31/2015,Disc Theme- Health Wellness,2015,CP,85-10012 (#327),85-10012 (#327),93.524
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00037844,Workforce development consultation,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Allen County Health Department,Non,Allen County Health Department,OTHR,GOVT,Centers for Disease Control & Prevention,FED,CDC,"10,600.00",12/01/2014,04/30/2015,Disc Theme- Health Wellness,2015,GR,Agreement dated 12/1/14,Agreement dated 12/1/14,93.424
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00038477,Perry County Health Department QI,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Perry County Health Department,Non,Perry County Health Department,OTHR,GOVT,,,,"8,700.00",01/12/2015,08/31/2015,Disc Theme- Health Wellness,2015,GR,Agreement dated 02/23/2015,Agreement dated 02/23/2015,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00038548,Mid America Regional Public Health Leadership Institute (MARPHLI) mentor training webinars,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Univ of Illinois,Non,Univ of Illinois,OTHR,COLL,,,,"4,999.00",12/01/2014,08/15/2015,Disc Theme- Health Wellness,2015,GR,P1097346,P1097346,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00038604,Williams County Health District QI,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Williams County Health District,Non,Williams County Health District,OTHR,GOVT,,,,"8,900.00",02/15/2015,09/30/2015,Disc Theme- Health Wellness,2015,GR,Agreement dates 3-13-15,Agreement dated 3-13-15,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00039067,Workforce development consultation,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Putnam County Health Department,Non,Putnam County Health Department,OTHR,GOVT,,,,"4,500.00",04/01/2015,09/29/2015,Disc Theme- Health Wellness,2015,GR,Agreement dated 4/2/15,Agreement dated 4/2/15,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00039145,Seneca County Health Department QI,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Seneca County General Health District,Non,Seneca County General Health District,OTHR,GOVT,,,,"5,900.00",04/01/2015,09/30/2015,Disc Theme- Health Wellness,2015,GR,Agreement dated 4/1/15,Agreement dated 4/1/15,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00039591,Community health improvement plan project facilitator,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Public Health - Dayton & Montgomery Cnty,Non,Public Health - Dayton & Montgomery Cnty,OTHR,GOVT,,,,"24,992.00",07/01/2015,01/31/2016,Disc Theme- Health Wellness,2016,CON,Agreement dated 7/1/15,Agreement dated 7/1/15,
"Bisesi, Mike",Bisesi,Mike,,,No,Public Health,,Flag,GRT00040643,Ohio Childhood Injury Action Group secondary data analysis project,"Bisesi,Michael Salvatore","Pearsol, Joanne",COPH -College of Public Health,COPH -College of Public Health,100.00,College of Public Health,Stark County Health Department,Non,Stark County Health Department,OTHR,GOVT,,,,"4,200.00",08/12/2015,12/31/2015,Disc Theme- Health Wellness,2016,GR,Agreement dated 08/12/15,Agreement dated 08/12/15,
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00032937,UM Biological Station Ameriflux Core Site Project,"Bohrer,Gil","Bohrer, Gil","Evol, Ecology & Org Biology","Civil, Envir & Geod Eng",50.00,College of Engineering,Lawrence Berkeley National Laboratory,Fed,Lawrence Berkeley National Laboratory,FED,DOE,US Department of Energy,FED,DOE,"1,400,130.00",04/18/2014,09/30/2016,,2015,CON,7096915,7096915,81.000
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00037322,Collaborative research: Measurement and modeling of the pathways of potential fugitive methane emissions during hydrofracking,"Bohrer,Gil","Bielicki, Jeffrey M; Bohrerova, Zuzana","Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,"NSF Div Chem, Bioeng, Environ, & Trnsp S",Fed,"NSF Div Chem, Bioeng, Environ, & Trnsp S",FED,NSF,,,,"175,812.00",08/15/2015,07/31/2018,Disc Theme- Energy Environ,2016,GR,CBET-1508994,1508994,47.041
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00037730,Including tree water storage dynamics in modeling of stomatal conductance,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,NSF Div Earth Sciences,Fed,NSF Div Earth Sciences,FED,NSF,,,,"496,537.00",06/15/2015,05/31/2018,Disc Theme- Energy Environ,2015,GR,EAR-1521238,1521238,47.050
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00038781,Animals on the move: Remotely based determination of key drivers influencing movements and habitat selection of highly mobile fauna throughout the ABoVE study domain,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"79,003.00",08/18/2015,08/17/2018,Disc Theme- Energy Environ,2016,GR,NNX15AT91A,NNX15AT91A,43.001
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00040787,Collaborative proposal: ABI sustaining: The environmental-data automated track annotation (Env-DATA) system,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,NSF Biological Infrastructure,Fed,NSF Biological Infrastructure,FED,NSF,,,,"337,474.00",07/15/2016,06/30/2019,Disc Theme- Energy Environ,2017,GR,DBI-1564380,1564380,47.074
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00041165,Dissertation research: The nexus of observation and modeling of methane emissions from inland water bodies,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,NSF Environmental Biology,Fed,NSF Environmental Biology,FED,NSF,,,,"19,065.00",09/01/2016,08/31/2017,Disc Theme- Energy Environ,2016,GR,DEB-1601224,1601224,47.074
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00047362,Soil heating in sandy ecosystems in the Southeastern US and northern Wisconsin,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,USDA Forest Service,Fed,USDA Forest Service,FED,USDA,,,,"15,070.00",06/19/2017,08/31/2020,Disc Theme- Energy Environ,2018,CON,17-CR-11242302-050,17-CR-11242302-050,
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00047759,The dynamics of ice throws from wind turbine rotors,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,AvanGrid Renewables,Non,AvanGrid Renewables,IND,INFR,,,,"9,900.00",05/31/2017,05/30/2018,Disc Theme- Energy Environ,2017,CON,PO 4503947933,PO 4503947933,
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00048841,Accounting for hydrological and microbial processes on greenhouse gas budgets from river systems,"Bohrer,Gil",,"Civil, Envir & Geod Eng",Microbiology Admin,44.00,Arts and Sciences,US Department of Energy,Fed,US Department of Energy,FED,DOE,,,,"180,000.00",09/15/2017,03/14/2019,Disc Theme- Energy Environ,2018,GR,DE-SC0018170,DE-SC0018170,81.049
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00049473,"Predictive modeling of nutrient and carbon processing in wetlands - linking hydrology, water quality and microbial processes","Bohrer,Gil","Wrighton, Kelly Catherine",Environmental Science Program,"Civil, Envir & Geod Eng",6.00,College of Engineering,OH Water Dev Authority,Non,OH Water Dev Authority,OHIO,OHIO,,,,"199,925.00",12/29/2017,12/29/2022,Disc Theme- Energy Environ,2018,GR,7880,7880,
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00051201,Linking remote animal detection and movement data and macrosystem environmental datasets and networks,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,George Mason Univ,Non,George Mason Univ,OTHR,COLL,NSF Div Emerging Frontiers,FED,NSF,"1,579.00",05/01/2018,04/30/2019,Disc Theme- Energy Environ,2018,GR,E2044701,E2044701,47.074
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00054570,Collaborative Research: Scale-dependent processes as the drivers for understanding range- and niche-expansion in a widespread native species,"Bohrer,Gil",,"Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,NSF Environmental Biology,Fed,NSF Environmental Biology,FED,NSF,,,,"46,129.00",07/15/2019,06/30/2022,Disc Theme- None Selected,2020,GR,1915909,1915909,47.074
"Bohrer, Gil",Bohrer,Gil,,Yes,No,CEGE,,,GRT00059260,Hydrological modeling of Old Woman Creek,"Bohrer,Gil","Kalcic, Margaret M; Kubatko, Ethan","Food, Agr & Biological Eng","Civil, Envir & Geod Eng",10.00,College of Engineering,OH Dept of Natural Resources,Non,OH Dept of Natural Resources,OHIO,OHIO,Nat Oceanic & Atmospheric Admin,FED,DOC,"37,965.00",03/12/2020,06/30/2021,Disc Theme- Energy Environ,2020,CP,N18B 315-11,N18B 315-11,11.420
"Bohrerova, Zuzana",Bohrerova,Zuzana,,,No,CEGE,,,GRT00047758,Developing design standards to enable the use of innovative technology in Ohio public water systems,"Bohrerova,Zuzana","Weavers, Linda K","Civil, Envir & Geod Eng","Civil, Envir & Geod Eng",100.00,College of Engineering,OH Water Dev Authority,Non,OH Water Dev Authority,OHIO,OHIO,,,,"144,762.00",01/01/2018,12/31/2019,Disc Theme- Energy Environ; Disc Theme- Health Wellness,2018,GR,Agreement Dated 12/29/17,7883,
"Bohrerova, Zuzana",Bohrerova,Zuzana,,,No,CEGE,,,GRT00060424,(COVID19) Coronavirus Relief Fund: State of Ohio wastewater SARS-CoV-2 surveillance,"Bohrerova,Zuzana","Lee, Jiyoung ; Lemeshow, Stanley Alan; Lenhart, John Jerome; Weavers, Linda K; Weir, Mark Howard",Food Science & Technology,"Civil, Envir & Geod Eng",2.00,College of Engineering,OH Environ Protection Agency,Non,OH Environ Protection Agency,OHIO,OHIO,Dept of Treasury,FED,DOTR,"2,000,000.00",07/01/2020,12/30/2020,Disc Theme- Health Wellness,2020,GR,OSU-FDCARES20,OSU-FDCARES20,21.019
"Bromwich, David",Bromwich,David,Yes,,No,Geography/Atmospheric Sciences,,,GRT00021036,Antarctic mass budget from high-resolution atmospheric modeling combined with GRACE,"Bromwich,David Howard",,Geography,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NASA Headquarters,Fed,NASA Headquarters,FED,NASA,,,,"468,527.00",05/01/2012,04/30/2016,,2015,GR,NNX12AI29G,NNX12AI29G,43.001
"Bromwich, David",Bromwich,David,Yes,,No,Geography/Atmospheric Sciences,,,GRT00024387,Accurate meteorology over Antarctica based on GPS RO profiles for GRACE mass balance determination,"Bromwich,David Howard",,Geography,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Nat Aeronautics & Space Admin,Fed,Nat Aeronautics & Space Admin,FED,NASA,,,,"207,062.00",08/21/2012,08/20/2016,,2015,GR,NNX12AP93G,NNX12AP93G,43.001
"Bromwich, David",Bromwich,David,Yes,,No,Geography/Atmospheric Sciences,,,GRT00032749,"Management and operations of the National Center for Atmospheric Research, 2008-2018, and supporting activities","Bromwich,David Howard",,Geography,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Univ Corp for Atmospheric Res,Non,Univ Corp for Atmospheric Res,OTHR,PRVT,NSF Div Atmospheric Sciences,FED,NSF,"120,000.00",11/04/2014,09/30/2015,,2015,CP,Z15-17784,Z15-17784,47.050
"Bromwich, David",Bromwich,David,Yes,,No,Geography/Atmospheric Sciences,,,GRT00035198,Collaborative Research: First scientific priorities from the ARM West Antarctic radiation experiment,"Bromwich,David Howard",,Geography,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,NSF Div Polar Programs,Fed,NSF Div Polar Programs,FED,NSF,,,,"300,000.00",07/01/2015,06/30/2018,Disc Theme- Energy Environ,2015,GR,PLR-1443443,1443443,47.050
"Bromwich, David",Bromwich,David,Yes,,No,Geography/Atmospheric Sciences,,,GRT00043352,"YOPP Southern Hemisphere Workshop Series, Columbus, OH, USA, 4-8 June 2016","Bromwich,David Howard",,Geography,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,World Meteorological Organization,Non,World Meteorological Organization,OTHR,FRGN,,,,"10,000.00",05/18/2016,09/05/2016,Disc Theme- Energy Environ,2016,GR,Award letter dated 5/27/2016,Award letter dated 5/27/2016,
"Bromwich, David",Bromwich,David,Yes,,No,Geography/Atmospheric Sciences,,,GRT00045795,Polar cloud microphysics and surface energy budget from AWARE,"Bromwich,David Howard",,Byrd Polar & Climate Rsch Cntr,Byrd Polar & Climate Rsch Cntr,100.00,Office of Academic Affairs,Univ of California - San Diego,Non,Univ of California - San Diego,OTHR,COLL,US Department of Energy,FED,DOE,"240,896.00",09/15/2017,09/14/2020,Disc Theme- Energy Environ,2018,GR,94967918,94967918,81.049
"Bromwich, David",Bromwich,David,Yes,,No,Geography/Atmospheric Sciences,,,GRT00048180,EarthCube cyberway,"Bromwich,David Howard",,Geography,Byrd Polar & Climate Rsch Cntr,50.00,Office of Academic Affairs,George Mason Univ,Non,George Mason Univ,OTHR,COLL,NSF Div Atmospheric Sciences,FED,NSF,"121,493.00",10/01/2017,09/30/2020,Disc Theme- Energy Environ,2018,GR,E2043102,E2043102,47.050
